ds;Humidity (%);Temperature (°C);External Temp(°C)
09/03/2024 11:39;77,4;10;30,13
09/03/2024 12:39;76,9;19;30,13
09/03/2024 13:39;76,2;22;30,13
09/03/2024 14:39;75,1;28;30,06
09/03/2024 15:39;71,6;24;30,13
09/03/2024 16:39;73,3;23;30,13
09/03/2024 17:39;72,8;22;30,13
09/03/2024 18:39;72,3;24;30,13
09/03/2024 19:39;73,2;24;30,19
09/03/2024 20:39;73,4;22;30,25
10/03/2024 07:39;72,9;21;30,31
10/03/2024 08:39;72,5;22;30,25
10/03/2024 09:39;72,8;25;30,25
10/03/2024 10:39;73,3;24;30,25
10/03/2024 11:39;72,1;25;30,19
10/03/2024 12:39;73,2;24;30,25
10/03/2024 13:39;73,8;23;30,25
10/03/2024 14:39;73,2;25;30,19
10/03/2024 15:39;72,9;27;30,25
10/03/2024 16:39;73,1;21;30,25
10/03/2024 17:39;72,7;25;30,25
10/03/2024 18:39;72,4;24;30,25
10/03/2024 19:39;70,8;23;30,31
10/03/2024 20:39;71;26;30,31
11/03/2024 07:39;70,9;25;30,31
11/03/2024 08:39;71;24;30,38
11/03/2024 09:39;70,4;27;30,44
11/03/2024 10:39;71,8;22;30,5
11/03/2024 11:39;71,8;3;30,5
11/03/2024 12:39;71,8;5;30,5
11/03/2024 13:39;71;4;30,5
11/03/2024 14:39;70,7;0;30,5
22/03/2024 08:25;70;3;30,56
22/03/2024 09:26;70,4;1;30,56
22/03/2024 10:27;70;2;30,56
22/03/2024 11:28;71,9;4;30,5
22/03/2024 12:29;71,7;6;30,5
22/03/2024 13:30;71,8;28;30,5
22/03/2024 14:31;70,6;24;30,5
22/03/2024 15:32;70,6;26;30,56
22/03/2024 16:33;70,3;25;30,5
22/03/2024 17:34;70,3;23;30,56
22/03/2024 18:35;70,2;32;30,5
22/03/2024 19:36;70,7;34;30,56
22/03/2024 20:37;70,2;32;30,56
22/03/2024 21:38;71,2;33;30,56
22/03/2024 22:39;70,8;36;30,56
22/03/2024 23:40;71,4;28;30,5
23/03/2024 00:41;70,8;30;30,5
23/03/2024 01:42;72,1;34;30,56
23/03/2024 02:43;72,1;33;30,56
23/03/2024 03:44;71,1;32;30,56
23/03/2024 04:45;68,7;30;30,56
23/03/2024 05:46;69,8;31;30,56
23/03/2024 06:47;68,8;33;30,56
23/03/2024 07:48;70,8;36;30,56
23/03/2024 15:39;70,1;34;30,56
23/03/2024 16:39;71,3;30;30,63
23/03/2024 17:39;70,6;29;30,56
23/03/2024 18:39;70,1;31;30,56
23/03/2024 19:39;71,1;35;30,63
23/03/2024 20:39;70,1;0;30,63
23/03/2024 21:39;70,6;1;30,63
23/03/2024 22:39;70,3;2;30,63
23/03/2024 23:39;61,4;0;30,63
24/03/2024 00:39;62;5;30,56
24/03/2024 01:39;61,2;4;30,63
24/03/2024 02:39;61,4;3;30,63
24/03/2024 03:39;61,1;1;30,63
24/03/2024 04:39;61,1;2;30,69
24/03/2024 05:39;61,3;3;30,63
24/03/2024 06:39;61,3;0;30,69
24/03/2024 07:39;60,8;4;30,63
24/03/2024 08:39;60,8;5;30,69
24/03/2024 09:39;61;6;30,63
24/03/2024 10:39;61,1;7;30,69
24/03/2024 11:39;60,7;8;30,63
24/03/2024 12:39;60,3;4;30,69
24/03/2024 13:39;60,3;3;30,69
24/03/2024 14:39;60,2;2;30,69
24/03/2024 15:39;60,3;1;30,69
24/03/2024 16:39;40;20;30,69
24/03/2024 17:39;59,7;2;30,69
24/03/2024 18:39;59,5;1;30,69
24/03/2024 19:39;59,7;3;30,69
24/03/2024 20:39;59,9;5;30,75
24/03/2024 21:39;90;16;30,69
24/03/2024 22:39;60,1;2;30,69
24/03/2024 23:39;60,3;1;30,69
25/03/2024 00:39;57;5;33
25/03/2024 01:39;56;2,3;35
25/03/2024 02:39;37;4,5;34
25/03/2024 03:39;61,3;0;30,69
25/03/2024 04:39;60,8;4;30,63
25/03/2024 05:39;60,8;5;30,69
25/03/2024 06:39;61;6;30,63
25/03/2024 07:39;61,1;7;30,69
25/03/2024 08:39;60,7;8;30,63
25/03/2024 09:39;60,3;4;30,69
25/03/2024 10:39;60,3;3;30,69
25/03/2024 11:39;60,2;2;30,69
25/03/2024 12:39;60,3;1;30,69
25/03/2024 13:39;61,3;2;30,69
25/03/2024 14:39;60,8;4;30,63
25/03/2024 15:39;60,8;5;30,69
25/03/2024 16:39;61;6;30,63
25/03/2024 17:39;61,1;10;30,69
25/03/2024 18:39;60,7;1;30,63
25/03/2024 19:39;60,3;2;30,69
25/03/2024 20:39;60,3;3;30,69
25/03/2024 21:39;60,2;4;30,69
25/03/2024 22:39;60,3;9;30,69
25/03/2024 23:39;61,3;7;30,69
26/03/2024 00:39;60,8;8;30,63
26/03/2024 01:39;60,8;6;30,69
26/03/2024 02:39;61;5;30,63
26/03/2024 03:39;61,1;4;30,69
26/03/2024 04:39;60,7;3;30,63
26/03/2024 05:39;60,3;2;30,69
26/03/2024 06:39;60,3;1;30,69
26/03/2024 07:39;60,2;8;30,69
26/03/2024 08:39;60,3;9;30,69
26/03/2024 09:39;61,3;5;30,69
26/03/2024 10:39;60,8;10;30,63
26/03/2024 11:39;60,8;1;30,69
26/03/2024 12:39;61;2;30,63
26/03/2024 13:39;61,1;3;30,69
26/03/2024 14:39;60,7;4;30,63
26/03/2024 15:39;60,3;5;30,69
26/03/2024 16:39;60,3;6;30,69
26/03/2024 17:39;60,2;7;30,69
26/03/2024 18:39;60,3;10;30,69
26/03/2024 19:38;61,3;8;30,69
26/03/2024 20:38;60,8;1;30,63
26/03/2024 21:38;60,8;1;30,69
26/03/2024 22:38;61;2;30,63
26/03/2024 23:38;61,1;3;30,69
27/03/2024 00:39;60,7;4;30,63
27/03/2024 01:40;60,3;5;30,69
27/03/2024 02:41;60,3;6;30,69
27/03/2024 03:42;60,2;8;30,69
27/03/2024 04:43;60,3;7;30,69
27/03/2024 05:44;61,3;9;30,69
27/03/2024 06:45;60,8;6;30,63
27/03/2024 07:46;60,8;7;30,69
27/03/2024 08:47;61;8;30,63
27/03/2024 09:48;61,1;5;30,69
27/03/2024 10:49;60,7;6;30,63
27/03/2024 11:50;60,3;4;30,69
27/03/2024 12:51;60,3;3;30,69
27/03/2024 13:52;60,2;2;30,69
27/03/2024 14:53;60,3;1;30,69
27/03/2024 15:54;61,3;0;30,69
27/03/2024 16:55;60,8;4;30,63
27/03/2024 17:56;60,8;5;30,69
27/03/2024 18:57;61;6;30,63
27/03/2024 19:58;61,1;7;30,69
27/03/2024 20:59;60,7;8;30,63
27/03/2024 22:00;60,3;4;30,69
27/03/2024 23:01;60,3;3;30,69
28/03/2024 00:02;60,2;2;30,69
28/03/2024 01:03;60,3;1;30,69
28/03/2024 02:04;61,3;0;30,69
28/03/2024 03:05;60,8;4;30,63
28/03/2024 04:06;60,8;5;30,69
28/03/2024 05:07;61;6;30,63
28/03/2024 06:08;61,1;7;30,69
28/03/2024 07:09;60,7;8;30,63
28/03/2024 08:10;60,3;4;30,69
28/03/2024 09:11;60,3;3;30,69
28/03/2024 10:12;60,2;2;30,69
28/03/2024 11:13;60,3;1;30,69
28/03/2024 12:14;61,3;0;30,69
28/03/2024 13:15;60,8;4;30,63
28/03/2024 14:16;60,8;5;30,69
28/03/2024 15:17;61;6;30,63
28/03/2024 16:18;61,1;7;30,69
28/03/2024 17:19;60,7;8;30,63
28/03/2024 18:20;60,3;4;30,69
28/03/2024 19:21;60,3;3;30,69
28/03/2024 20:22;60,2;2;30,69
28/03/2024 21:23;60,3;1;30,69
28/03/2024 22:24;61,3;0;30,69
28/03/2024 23:25;60,8;4;30,63
29/03/2024 00:26;60,8;5;30,69
29/03/2024 01:27;61;6;30,63
29/03/2024 02:28;61,1;7;30,69
29/03/2024 03:29;60,7;8;30,63
29/03/2024 04:30;60,3;4;30,69
29/03/2024 05:31;60,3;3;30,69
29/03/2024 06:32;60,2;2;30,69
29/03/2024 07:33;60,3;1;30,69
29/03/2024 08:34;61,3;0;30,69
29/03/2024 09:35;60,8;4;30,63
29/03/2024 10:36;60,8;5;30,69
29/03/2024 11:37;61;6;30,63
29/03/2024 12:38;61,1;7;30,69
29/03/2024 13:39;60,7;8;30,63
29/03/2024 14:40;60,3;4;30,69
29/03/2024 15:41;60,3;3;30,69
29/03/2024 16:42;60,2;2;30,69
29/03/2024 17:43;60,3;1;30,69
29/03/2024 18:44;61,3;0;30,69
29/03/2024 19:45;60,8;4;30,63
29/03/2024 20:46;60,8;5;30,69
29/03/2024 21:47;61;6;30,63
29/03/2024 22:48;61,1;7;30,69
29/03/2024 23:49;60,7;8;30,63
30/03/2024 00:50;60,3;4;30,69
30/03/2024 01:51;60,3;3;30,69
30/03/2024 02:52;60,2;2;30,69
30/03/2024 03:53;60,3;1;30,69
30/03/2024 04:54;61,3;0;30,69
30/03/2024 05:55;60,8;4;30,63
30/03/2024 06:56;60,8;5;30,69
30/03/2024 07:57;61;6;30,63
30/03/2024 08:58;61,1;7;30,69
30/03/2024 09:59;60,7;8;30,63
30/03/2024 11:00;60,3;4;30,69
30/03/2024 12:01;60,3;3;30,69
30/03/2024 13:02;60,2;2;30,69
30/03/2024 14:03;60,3;1;30,69
30/03/2024 15:04;61,3;0;30,69
30/03/2024 16:05;60,8;4;30,63
30/03/2024 17:06;60,8;5;30,69
30/03/2024 18:07;61;6;30,63
30/03/2024 19:08;61,1;7;30,69
30/03/2024 20:09;60,7;8;30,63
30/03/2024 21:10;60,3;4;30,69
30/03/2024 22:11;60,3;3;30,69
30/03/2024 23:12;60,2;2;30,69
31/03/2024 00:13;60,3;1;30,69
31/03/2024 01:14;61,3;0;30,69
31/03/2024 02:15;60,8;4;30,63
31/03/2024 03:16;60,8;5;30,69
31/03/2024 04:17;61;6;30,63
31/03/2024 05:18;61,1;7;30,69
31/03/2024 06:19;60,7;8;30,63
31/03/2024 07:20;60,3;4;30,69
31/03/2024 08:21;60,3;3;30,69
31/03/2024 09:22;60,2;2;30,69
31/03/2024 10:23;60,3;1;30,69
31/03/2024 11:24;61,3;0;30,69
31/03/2024 12:25;60,8;4;30,63
31/03/2024 13:26;60,8;5;30,69
31/03/2024 14:27;61;6;30,63
31/03/2024 15:28;61,1;7;30,69
31/03/2024 16:29;60,7;8;30,63
31/03/2024 17:30;60,3;4;30,69
31/03/2024 18:31;60,3;3;30,69
31/03/2024 19:32;60,2;22;30,69
31/03/2024 20:33;60,3;21;30,69
31/03/2024 19:38;61,3;19;30,69
31/03/2024 20:38;60,8;25;30,63
31/03/2024 21:38;60,8;27;30,69
31/03/2024 22:38;61;28;30,63
31/03/2024 23:38;61,1;23;30,69
01/04/2024 00:38;60,7;27;30,63
01/04/2024 01:38;60,3;29;30,69
01/04/2024 02:38;60,3;30;30,69
01/04/2024 03:38;60,2;28;30,69
01/04/2024 04:38;60,3;26;30,69
01/04/2024 05:38;61,3;27;30,69
01/04/2024 06:38;60,8;25;30,63
01/04/2024 07:38;60,8;18;30,69
01/04/2024 08:38;61;26;30,63
01/04/2024 09:38;61,1;29;30,69
01/04/2024 10:38;60,7;30;30,63
01/04/2024 11:38;60,3;33;30,69
01/04/2024 12:38;60,3;28;30,69
01/04/2024 13:38;60,2;27;30,69
01/04/2024 14:38;60,3;25;30,69
01/04/2024 15:38;61,3;24;30,69
01/04/2024 16:38;60,8;26;30,63
01/04/2024 17:38;60,8;27;30,69
01/04/2024 18:38;61;25;30,63
01/04/2024 19:38;61,1;28;30,69
01/04/2024 20:38;60,7;29;30,63
01/04/2024 21:38;60,3;25;30,69
01/04/2024 22:38;60,3;26;30,69
01/04/2024 23:38;60,2;27;30,69
02/04/2024 00:38;60,3;28;30,69
02/04/2024 01:38;61,3;24;30,69
02/04/2024 02:38;60,8;25;30,63
02/04/2024 03:38;60,8;26;30,69
02/04/2024 04:38;61;28;30,63
02/04/2024 05:38;61,1;27;30,69
02/04/2024 06:38;60,7;29;30,63
02/04/2024 07:38;60,3;28;30,69
02/04/2024 08:38;60,3;25;30,69
02/04/2024 09:38;60,2;19;30,69
02/04/2024 10:38;60,3;18;30,69
02/04/2024 11:38;61,3;23;30,69
02/04/2024 12:38;60,8;25;30,63
02/04/2024 13:38;60,8;21;30,69
02/04/2024 14:38;61;23;30,63
02/04/2024 15:38;61,1;24;30,69
02/04/2024 16:38;60,7;28;30,63
02/04/2024 17:38;60,3;26;30,69
02/04/2024 18:38;60,3;22;30,69
02/04/2024 19:38;60,2;23;30,69
02/04/2024 20:38;60,3;30;30,69
02/04/2024 21:38;61,3;25;30,69
02/04/2024 22:38;60,8;27;30,63
02/04/2024 23:38;60,8;28;30,69
03/04/2024 00:38;61;18;30,63
03/04/2024 01:38;61,1;29;30,69
03/04/2024 02:38;60,7;25;30,63
03/04/2024 03:38;60,3;24;30,69
03/04/2024 04:38;60,3;27;30,69
03/04/2024 05:38;60,2;28;30,69
03/04/2024 06:38;60,3;25;30,69
03/04/2024 07:38;61,3;26;30,69
03/04/2024 08:38;60,8;24;30,63
03/04/2024 09:38;60,8;22;30,69
03/04/2024 10:38;61;18;30,63
